Match ID,Date,Home Team Logo,Away Team Logo,Time,Home Team,Away Team,Score Home,Score Away
g_3_rNfEEO2k,04.04. 21:00,/res/image/data/r3kESSA6-SUTWurBA.png,/res/image/data/GfheZine-jLQTbT6S.png,Gran Canaria,Joventut Badalona,-,-
g_3_j5mlA9B3,08.04. 18:00,/res/image/data/rXE2jtBN-MovB2LVJ.png,/res/image/data/pWLmh8kC-lxvU5pmN.png,Granada,Unicaja,-,-
g_3_Uenh9TQ9,08.04. 18:00,/res/image/data/lvVRgjT0-p2OAIs7K.png,/res/image/data/j9p2GT96-dEP3f9g0.png,Obradoiro CAB,Murcia,-,-
g_3_UFxhAOTg,08.04. 19:00,/res/image/data/8v0F1BjC-MovB2LVJ.png,/res/image/data/2edKw8Pq-QP7uW6sn.png,Breogan,Real Madrid,-,-
g_3_OIod8mtG,08.04. 20:45,/res/image/data/p2EAmqDN-AouQ6QXG.png,/res/image/data/r3kESSA6-SUTWurBA.png,Basket Zaragoza,Gran Canaria,-,-
g_3_xMk077eM,09.04. 12:30,/res/image/data/b1j2quSq-0xwF1uoQ.png,/res/image/data/OUSOIMme-OxV7gy0B.png,Basquet Girona,Fuenlabrada,-,-
g_3_Kpu56RAS,09.04. 12:30,/res/image/data/vmx6ysCN-dE91RSF2.png,/res/image/data/fX6sJejT-GMvGW4Jm.png,Real Betis,Tenerife,-,-
g_3_Oxxd9rq0,09.04. 17:00,/res/image/data/dImvc2lC-QP7uW6sn.png,/res/image/data/4E1IJGS0-0j46Ug6s.png,Bilbao,Barcelona,-,-
g_3_MgRW1oJq,09.04. 18:30,/res/image/data/GfheZine-jLQTbT6S.png,/res/image/data/juNjUlle-AouQ6QXG.png,Joventut Badalona,Valencia,-,-
g_3_jTVz15Yk,09.04. 20:00,/res/image/data/xGQhkdAN-r9W8XYus.png,/res/image/data/MJ0LRoXH-baetw7tK.png,Baskonia,Manresa,-,-
g_3_WO8NO8Qd,15.04. 18:00,/res/image/data/OUSOIMme-OxV7gy0B.png,/res/image/data/dImvc2lC-QP7uW6sn.png,Fuenlabrada,Bilbao,-,-
g_3_UJUv0Pmd,15.04. 18:00,/res/image/data/pWLmh8kC-lxvU5pmN.png,/res/image/data/lvVRgjT0-p2OAIs7K.png,Unicaja,Obradoiro CAB,-,-
g_3_xMBVMne9,15.04. 20:45,/res/image/data/r3kESSA6-SUTWurBA.png,/res/image/data/8v0F1BjC-MovB2LVJ.png,Gran Canaria,Breogan,-,-
g_3_raCRNSu3,15.04. 20:45,/res/image/data/GfheZine-jLQTbT6S.png,/res/image/data/b1j2quSq-0xwF1uoQ.png,Joventut Badalona,Basquet Girona,-,-
g_3_GCAZL6AF,16.04. 12:30,/res/image/data/j9p2GT96-dEP3f9g0.png,/res/image/data/p2EAmqDN-AouQ6QXG.png,Murcia,Basket Zaragoza,-,-
g_3_Ym5vLQPL,16.04. 13:00,/res/image/data/fX6sJejT-GMvGW4Jm.png,/res/image/data/xGQhkdAN-r9W8XYus.png,Tenerife,Baskonia,-,-
g_3_Cv4rKpuS,16.04. 17:00,/res/image/data/MJ0LRoXH-baetw7tK.png,/res/image/data/rXE2jtBN-MovB2LVJ.png,Manresa,Granada,-,-
g_3_2Tz082b6,16.04. 18:30,/res/image/data/4E1IJGS0-0j46Ug6s.png,/res/image/data/2edKw8Pq-QP7uW6sn.png,Barcelona,Real Madrid,-,-
g_3_K4V47MDC,16.04. 20:00,/res/image/data/juNjUlle-AouQ6QXG.png,/res/image/data/vmx6ysCN-dE91RSF2.png,Valencia,Real Betis,-,-
g_3_4xqNC2X1,19.04. 19:00,/res/image/data/xGQhkdAN-r9W8XYus.png,/res/image/data/lvVRgjT0-p2OAIs7K.png,Baskonia,Obradoiro CAB,-,-
g_3_QopJDrIe,19.04. 19:00,/res/image/data/dImvc2lC-QP7uW6sn.png,/res/image/data/fX6sJejT-GMvGW4Jm.png,Bilbao,Tenerife,-,-
g_3_UJjAF4mq,19.04. 20:00,/res/image/data/2edKw8Pq-QP7uW6sn.png,/res/image/data/b1j2quSq-0xwF1uoQ.png,Real Madrid,Basquet Girona,-,-
g_3_Ign4ynA2,19.04. 21:30,/res/image/data/rXE2jtBN-MovB2LVJ.png,/res/image/data/4E1IJGS0-0j46Ug6s.png,Granada,Barcelona,-,-
g_3_dpo8z6P8,19.04. 21:30,/res/image/data/j9p2GT96-dEP3f9g0.png,/res/image/data/juNjUlle-AouQ6QXG.png,Murcia,Valencia,-,-
g_3_v9zDZPvF,20.04. 19:00,/res/image/data/vmx6ysCN-dE91RSF2.png,/res/image/data/OUSOIMme-OxV7gy0B.png,Real Betis,Fuenlabrada,-,-
g_3_jo3tIc9s,20.04. 20:30,/res/image/data/8v0F1BjC-MovB2LVJ.png,/res/image/data/pWLmh8kC-lxvU5pmN.png,Breogan,Unicaja,-,-
g_3_p82pHHOm,20.04. 21:30,/res/image/data/p2EAmqDN-AouQ6QXG.png,/res/image/data/MJ0LRoXH-baetw7tK.png,Basket Zaragoza,Manresa,-,-
g_3_Ob1lGyvf,22.04. 18:00,/res/image/data/b1j2quSq-0xwF1uoQ.png,/res/image/data/rXE2jtBN-MovB2LVJ.png,Basquet Girona,Granada,-,-
g_3_tzdgFeg0,22.04. 20:45,/res/image/data/4E1IJGS0-0j46Ug6s.png,/res/image/data/r3kESSA6-SUTWurBA.png,Barcelona,Gran Canaria,-,-
g_3_KQfcEF86,22.04. 20:45,/res/image/data/juNjUlle-AouQ6QXG.png,/res/image/data/dImvc2lC-QP7uW6sn.png,Valencia,Bilbao,-,-
g_3_Emf1DZNC,23.04. 12:30,/res/image/data/MJ0LRoXH-baetw7tK.png,/res/image/data/j9p2GT96-dEP3f9g0.png,Manresa,Murcia,-,-
g_3_QNc5CgwJ,23.04. 13:00,/res/image/data/fX6sJejT-GMvGW4Jm.png,/res/image/data/8v0F1BjC-MovB2LVJ.png,Tenerife,Breogan,-,-
g_3_6JzhzcVP,23.04. 17:00,/res/image/data/p2EAmqDN-AouQ6QXG.png,/res/image/data/pWLmh8kC-lxvU5pmN.png,Basket Zaragoza,Unicaja,-,-
g_3_SSylywGJ,23.04. 17:00,/res/image/data/lvVRgjT0-p2OAIs7K.png,/res/image/data/vmx6ysCN-dE91RSF2.png,Obradoiro CAB,Real Betis,-,-
g_3_bBSJVGws,23.04. 18:30,/res/image/data/GfheZine-jLQTbT6S.png,/res/image/data/2edKw8Pq-QP7uW6sn.png,Joventut Badalona,Real Madrid,-,-
g_3_x2RNUzgm,23.04. 20:00,/res/image/data/OUSOIMme-OxV7gy0B.png,/res/image/data/xGQhkdAN-r9W8XYus.png,Fuenlabrada,Baskonia,-,-
g_3_YTKWSENa,29.04. 18:00,/res/image/data/rXE2jtBN-MovB2LVJ.png,/res/image/data/fX6sJejT-GMvGW4Jm.png,Granada,Tenerife,-,-
g_3_KQGSTf8g,29.04. 18:00,/res/image/data/j9p2GT96-dEP3f9g0.png,/res/image/data/OUSOIMme-OxV7gy0B.png,Murcia,Fuenlabrada,-,-
g_3_6sJvRhhC,29.04. 20:45,/res/image/data/dImvc2lC-QP7uW6sn.png,/res/image/data/MJ0LRoXH-baetw7tK.png,Bilbao,Manresa,-,-
g_3_SjKzSYx6,29.04. 20:45,/res/image/data/juNjUlle-AouQ6QXG.png,/res/image/data/lvVRgjT0-p2OAIs7K.png,Valencia,Obradoiro CAB,-,-
g_3_ngzxQC7I,30.04. 12:30,/res/image/data/2edKw8Pq-QP7uW6sn.png,/res/image/data/p2EAmqDN-AouQ6QXG.png,Real Madrid,Basket Zaragoza,-,-
g_3_QqZuPWMO,30.04. 13:00,/res/image/data/r3kESSA6-SUTWurBA.png,/res/image/data/b1j2quSq-0xwF1uoQ.png,Gran Canaria,Basquet Girona,-,-
g_3_vmNNmGaP,30.04. 17:00,/res/image/data/vmx6ysCN-dE91RSF2.png,/res/image/data/4E1IJGS0-0j46Ug6s.png,Real Betis,Barcelona,-,-
g_3_G8Ekqz8t,30.04. 18:30,/res/image/data/pWLmh8kC-lxvU5pmN.png,/res/image/data/GfheZine-jLQTbT6S.png,Unicaja,Joventut Badalona,-,-
g_3_bX3frfNn,30.04. 20:00,/res/image/data/xGQhkdAN-r9W8XYus.png,/res/image/data/8v0F1BjC-MovB2LVJ.png,Baskonia,Breogan,-,-
g_3_6c72tYia,06.05. 18:00,/res/image/data/p2EAmqDN-AouQ6QXG.png,/res/image/data/GfheZine-jLQTbT6S.png,Basket Zaragoza,Joventut Badalona,-,-
g_3_xO2bsExg,06.05. 18:00,/res/image/data/lvVRgjT0-p2OAIs7K.png,/res/image/data/rXE2jtBN-MovB2LVJ.png,Obradoiro CAB,Granada,-,-
g_3_pl66uh75,06.05. 20:45,/res/image/data/b1j2quSq-0xwF1uoQ.png,/res/image/data/fX6sJejT-GMvGW4Jm.png,Basquet Girona,Tenerife,-,-
g_3_SCeBvCMB,06.05. 20:45,/res/image/data/vmx6ysCN-dE91RSF2.png,/res/image/data/dImvc2lC-QP7uW6sn.png,Real Betis,Bilbao,-,-
g_3_QcEEwWyI,07.05. 12:30,/res/image/data/8v0F1BjC-MovB2LVJ.png,/res/image/data/j9p2GT96-dEP3f9g0.png,Breogan,Murcia,-,-
g_3_KKDIxjiO,07.05. 12:30,/res/image/data/2edKw8Pq-QP7uW6sn.png,/res/image/data/pWLmh8kC-lxvU5pmN.png,Real Madrid,Unicaja,-,-
g_3_bBCMyA6U,07.05. 17:00,/res/image/data/4E1IJGS0-0j46Ug6s.png,/res/image/data/OUSOIMme-OxV7gy0B.png,Barcelona,Fuenlabrada,-,-
g_3_boqTdgxt,07.05. 18:30,/res/image/data/xGQhkdAN-r9W8XYus.png,/res/image/data/r3kESSA6-SUTWurBA.png,Baskonia,Gran Canaria,-,-
g_3_xxrXeDin,07.05. 20:00,/res/image/data/MJ0LRoXH-baetw7tK.png,/res/image/data/juNjUlle-AouQ6QXG.png,Manresa,Valencia,-,-
g_3_WbsyeX6h,09.05. 19:00,/res/image/data/b1j2quSq-0xwF1uoQ.png,/res/image/data/vmx6ysCN-dE91RSF2.png,Basquet Girona,Real Betis,-,-
g_3_p2oufiMb,09.05. 21:30,/res/image/data/rXE2jtBN-MovB2LVJ.png,/res/image/data/p2EAmqDN-AouQ6QXG.png,Granada,Basket Zaragoza,-,-
g_3_SQzpgBy5,10.05. 19:00,/res/image/data/dImvc2lC-QP7uW6sn.png,/res/image/data/8v0F1BjC-MovB2LVJ.png,Bilbao,Breogan,-,-
g_3_6HZmhVjB,10.05. 20:30,/res/image/data/pWLmh8kC-lxvU5pmN.png,/res/image/data/MJ0LRoXH-baetw7tK.png,Unicaja,Manresa,-,-
g_3_EsZiik6H,10.05. 21:30,/res/image/data/fX6sJejT-GMvGW4Jm.png,/res/image/data/j9p2GT96-dEP3f9g0.png,Tenerife,Murcia,-,-
g_3_hYXej9LN,11.05. 20:30,/res/image/data/OUSOIMme-OxV7gy0B.png,/res/image/data/r3kESSA6-SUTWurBA.png,Fuenlabrada,Gran Canaria,-,-
g_3_zcN0kTzU,11.05. 21:00,/res/image/data/GfheZine-jLQTbT6S.png,/res/image/data/xGQhkdAN-r9W8XYus.png,Joventut Badalona,Baskonia,-,-
g_3_CIESpmqo,12.05. 19:00,/res/image/data/4E1IJGS0-0j46Ug6s.png,/res/image/data/lvVRgjT0-p2OAIs7K.png,Barcelona,Obradoiro CAB,-,-
g_3_QL2A9WLo,12.05. 21:00,/res/image/data/juNjUlle-AouQ6QXG.png,/res/image/data/2edKw8Pq-QP7uW6sn.png,Valencia,Real Madrid,-,-
g_3_4C1E8jyh,13.05. 18:00,/res/image/data/p2EAmqDN-AouQ6QXG.png,/res/image/data/b1j2quSq-0xwF1uoQ.png,Basket Zaragoza,Basquet Girona,-,-
g_3_MmdJ7Ajb,13.05. 18:00,/res/image/data/vmx6ysCN-dE91RSF2.png,/res/image/data/rXE2jtBN-MovB2LVJ.png,Real Betis,Granada,-,-
g_3_0veN6U54,13.05. 20:45,/res/image/data/j9p2GT96-dEP3f9g0.png,/res/image/data/dImvc2lC-QP7uW6sn.png,Murcia,Bilbao,-,-
g_3_f1fR5lLA,13.05. 20:45,/res/image/data/pWLmh8kC-lxvU5pmN.png,/res/image/data/fX6sJejT-GMvGW4Jm.png,Unicaja,Tenerife,-,-
g_3_6ybV48zH,14.05. 12:30,/res/image/data/8v0F1BjC-MovB2LVJ.png,/res/image/data/MJ0LRoXH-baetw7tK.png,Breogan,Manresa,-,-
g_3_nZBamt5q,14.05. 17:00,/res/image/data/GfheZine-jLQTbT6S.png,/res/image/data/lvVRgjT0-p2OAIs7K.png,Joventut Badalona,Obradoiro CAB,-,-
g_3_QPA3n0Kk,14.05. 18:30,/res/image/data/xGQhkdAN-r9W8XYus.png,/res/image/data/4E1IJGS0-0j46Ug6s.png,Baskonia,Barcelona,-,-
g_3_faF7oKZe,14.05. 20:00,/res/image/data/OUSOIMme-OxV7gy0B.png,/res/image/data/juNjUlle-AouQ6QXG.png,Fuenlabrada,Valencia,-,-
g_3_YkEBpvk2,14.05. 20:00,/res/image/data/r3kESSA6-SUTWurBA.png,/res/image/data/2edKw8Pq-QP7uW6sn.png,Gran Canaria,Real Madrid,-,-
g_3_lYQ25uRR,20.05. 18:00,/res/image/data/p2EAmqDN-AouQ6QXG.png,/res/image/data/fX6sJejT-GMvGW4Jm.png,Basket Zaragoza,Tenerife,-,-
g_3_lbdb8ss9,20.05. 18:00,/res/image/data/xGQhkdAN-r9W8XYus.png,/res/image/data/b1j2quSq-0xwF1uoQ.png,Baskonia,Basquet Girona,-,-
g_3_b7Gxaw4e,20.05. 18:00,/res/image/data/8v0F1BjC-MovB2LVJ.png,/res/image/data/juNjUlle-AouQ6QXG.png,Breogan,Valencia,-,-
g_3_tW5sbcJ1,20.05. 18:00,/res/image/data/OUSOIMme-OxV7gy0B.png,/res/image/data/lvVRgjT0-p2OAIs7K.png,Fuenlabrada,Obradoiro CAB,-,-
g_3_zehf9NR2,20.05. 18:00,/res/image/data/r3kESSA6-SUTWurBA.png,/res/image/data/MJ0LRoXH-baetw7tK.png,Gran Canaria,Manresa,-,-
g_3_rLe271dF,20.05. 18:00,/res/image/data/GfheZine-jLQTbT6S.png,/res/image/data/rXE2jtBN-MovB2LVJ.png,Joventut Badalona,Granada,-,-
g_3_p4CYaJlk,20.05. 18:00,/res/image/data/j9p2GT96-dEP3f9g0.png,/res/image/data/4E1IJGS0-0j46Ug6s.png,Murcia,Barcelona,-,-
g_3_jsDU0aZr,20.05. 18:00,/res/image/data/vmx6ysCN-dE91RSF2.png,/res/image/data/2edKw8Pq-QP7uW6sn.png,Real Betis,Real Madrid,-,-
g_3_MBf66LBL,20.05. 18:00,/res/image/data/pWLmh8kC-lxvU5pmN.png,/res/image/data/dImvc2lC-QP7uW6sn.png,Unicaja,Bilbao,-,-
